station,valid,tmpf
3A1,2006-05-18 15:00,77.00
MDQ,2006-05-18 15:00,77.00
AUO,2006-05-18 15:15,80.60
ALX,2006-05-18 15:20,80.60
3A1,2006-05-18 15:20,75.20
MDQ,2006-05-18 15:20,77.00
AUO,2006-05-18 15:35,80.60
3A1,2006-05-18 15:40,73.40
MDQ,2006-05-18 15:40,77.00
ALX,2006-05-18 15:40,80.60
BHM,2006-05-18 15:53,82.04
ANB,2006-05-18 15:53,86.00
MGM,2006-05-18 15:53,82.94
DHN,2006-05-18 15:53,84.02
MSL,2006-05-18 15:53,78.08
HSV,2006-05-18 15:53,78.08
TCL,2006-05-18 15:53,84.92
OZR,2006-05-18 15:55,84.20
AUO,2006-05-18 15:55,80.60
MOB,2006-05-18 15:56,84.92
ALX,2006-05-18 16:00,80.60
3A1,2006-05-18 16:00,73.40
MDQ,2006-05-18 16:00,75.20
AUO,2006-05-18 16:15,80.60
ALX,2006-05-18 16:20,80.60
3A1,2006-05-18 16:20,75.20
MDQ,2006-05-18 16:20,77.00
AUO,2006-05-18 16:35,80.60
MDQ,2006-05-18 16:40,78.80
3A1,2006-05-18 16:40,75.20
ALX,2006-05-18 16:40,78.80
TCL,2006-05-18 16:53,82.94
MGM,2006-05-18 16:53,82.04
MSL,2006-05-18 16:53,78.08
DHN,2006-05-18 16:53,84.92
BHM,2006-05-18 16:53,82.04
ANB,2006-05-18 16:53,84.92
HSV,2006-05-18 16:53,77.00
OZR,2006-05-18 16:55,84.20
AUO,2006-05-18 16:55,80.60
MOB,2006-05-18 16:56,84.92
MDQ,2006-05-18 17:00,78.80
3A1,2006-05-18 17:00,75.20
ALX,2006-05-18 17:00,80.60
AUO,2006-05-18 17:15,80.60
3A1,2006-05-18 17:20,75.20
MDQ,2006-05-18 17:20,77.00
ALX,2006-05-18 17:20,78.80
AUO,2006-05-18 17:35,80.60
ALX,2006-05-18 17:40,78.80
MDQ,2006-05-18 17:40,77.00
3A1,2006-05-18 17:40,73.40
ANB,2006-05-18 17:53,84.02
TCL,2006-05-18 17:53,82.94
HSV,2006-05-18 17:53,77.00
DHN,2006-05-18 17:53,82.94
MGM,2006-05-18 17:53,82.04
BHM,2006-05-18 17:53,80.96
MSL,2006-05-18 17:53,77.00
AUO,2006-05-18 17:55,78.80
OZR,2006-05-18 17:55,82.40
MOB,2006-05-18 17:56,82.04
MDQ,2006-05-18 18:00,75.20
ALX,2006-05-18 18:00,78.80
3A1,2006-05-18 18:00,73.40
AUO,2006-05-18 18:15,78.80
MDQ,2006-05-18 18:20,75.20
ALX,2006-05-18 18:20,77.00
3A1,2006-05-18 18:20,73.40
AUO,2006-05-18 18:35,78.80
3A1,2006-05-18 18:40,69.80
BHM,2006-05-18 18:53,78.08
MGM,2006-05-18 18:53,80.06
HSV,2006-05-18 18:53,73.04
MSL,2006-05-18 18:53,75.02
DHN,2006-05-18 18:53,80.96
ANB,2006-05-18 18:53,80.96
TCL,2006-05-18 18:53,80.06
OZR,2006-05-18 18:55,80.60
AUO,2006-05-18 18:55,77.00
MOB,2006-05-18 18:56,78.98
MDQ,2006-05-18 19:00,71.60
ALX,2006-05-18 19:00,77.00
3A1,2006-05-18 19:00,69.80
AUO,2006-05-18 19:15,77.00
ALX,2006-05-18 19:20,77.00
MDQ,2006-05-18 19:20,71.60
3A1,2006-05-18 19:20,69.80
AUO,2006-05-18 19:35,75.20
ALX,2006-05-18 19:40,75.20
MDQ,2006-05-18 19:40,69.80
3A1,2006-05-18 19:40,68.00
TCL,2006-05-18 19:53,75.92
MSL,2006-05-18 19:53,68.00
ANB,2006-05-18 19:53,78.08
HSV,2006-05-18 19:53,69.08
BHM,2006-05-18 19:53,75.02
MGM,2006-05-18 19:53,75.02
DHN,2006-05-18 19:53,78.08
OZR,2006-05-18 19:55,75.20
AUO,2006-05-18 19:55,75.20
MOB,2006-05-18 19:56,75.02
3A1,2006-05-18 20:00,64.40
ALX,2006-05-18 20:00,73.40
MDQ,2006-05-18 20:00,68.00
AUO,2006-05-18 20:15,75.20
ALX,2006-05-18 20:20,71.60
MDQ,2006-05-18 20:20,66.20
3A1,2006-05-18 20:20,64.40
AUO,2006-05-18 20:35,75.20
3A1,2006-05-18 20:40,64.40
MDQ,2006-05-18 20:40,62.60
ALX,2006-05-18 20:40,71.60
MGM,2006-05-18 20:53,73.94
DHN,2006-05-18 20:53,73.94
BHM,2006-05-18 20:53,71.96
TCL,2006-05-18 20:53,71.96
HSV,2006-05-18 20:53,64.94
MSL,2006-05-18 20:53,64.04
ANB,2006-05-18 20:53,75.92
AUO,2006-05-18 20:55,73.40
OZR,2006-05-18 20:55,71.60
MOB,2006-05-18 20:56,73.04
ALX,2006-05-18 21:00,71.60
3A1,2006-05-18 21:00,60.80
MDQ,2006-05-18 21:00,60.80
AUO,2006-05-18 21:15,71.60
MDQ,2006-05-18 21:20,60.80
ALX,2006-05-18 21:20,71.60
3A1,2006-05-18 21:20,57.20
AUO,2006-05-18 21:35,71.60
MDQ,2006-05-18 21:40,59.00
ALX,2006-05-18 21:40,71.60
3A1,2006-05-18 21:40,55.40
MSL,2006-05-18 21:53,64.04
MGM,2006-05-18 21:53,73.04
HSV,2006-05-18 21:53,60.98
TCL,2006-05-18 21:53,69.98
BHM,2006-05-18 21:53,69.08
ANB,2006-05-18 21:53,75.02
DHN,2006-05-18 21:53,71.96
AUO,2006-05-18 21:55,73.40
OZR,2006-05-18 21:55,71.60
MOB,2006-05-18 21:56,71.06
ALX,2006-05-18 22:00,71.60
MDQ,2006-05-18 22:00,59.00
3A1,2006-05-18 22:00,55.40
AUO,2006-05-18 22:15,71.60
MDQ,2006-05-18 22:20,55.40
ALX,2006-05-18 22:20,64.40
3A1,2006-05-18 22:20,55.40
3A1,2006-05-18 22:40,55.40
ALX,2006-05-18 22:40,62.60
MDQ,2006-05-18 22:40,55.40
MGM,2006-05-18 22:53,71.06
DHN,2006-05-18 22:53,71.06
MSL,2006-05-18 22:53,59.00
HSV,2006-05-18 22:53,60.08
BHM,2006-05-18 22:53,68.00
ANB,2006-05-18 22:53,73.04
TCL,2006-05-18 22:53,68.00
AUO,2006-05-18 22:55,69.80
OZR,2006-05-18 22:55,69.80
MOB,2006-05-18 22:56,69.08
MDQ,2006-05-18 23:00,55.40
3A1,2006-05-18 23:00,55.40
ALX,2006-05-18 23:00,60.80
AUO,2006-05-18 23:15,69.80
MDQ,2006-05-18 23:20,55.40
ALX,2006-05-18 23:20,60.80
3A1,2006-05-18 23:20,53.60
AUO,2006-05-18 23:35,69.80
3A1,2006-05-18 23:40,53.60
MDQ,2006-05-18 23:40,53.60
ALX,2006-05-18 23:40,59.00
HSV,2006-05-18 23:53,57.92
ANB,2006-05-18 23:53,62.96
MSL,2006-05-18 23:53,59.00
BHM,2006-05-18 23:53,60.98
DHN,2006-05-18 23:53,69.98
MGM,2006-05-18 23:53,69.08
AUO,2006-05-18 23:55,68.00
MOB,2006-05-18 23:56,69.08
OZR,2006-05-18 23:58,68.00
MDQ,2006-05-19 00:00,53.60
3A1,2006-05-19 00:00,53.60
ALX,2006-05-19 00:00,57.20
AUO,2006-05-19 00:15,66.20
MDQ,2006-05-19 00:20,53.60
ALX,2006-05-19 00:20,57.20
3A1,2006-05-19 00:20,55.40
AUO,2006-05-19 00:35,66.20
MDQ,2006-05-19 00:40,53.60
3A1,2006-05-19 00:40,55.40
ALX,2006-05-19 00:40,57.20
MGM,2006-05-19 00:53,66.02
MSL,2006-05-19 00:53,55.04
BHM,2006-05-19 00:53,57.92
DHN,2006-05-19 00:53,69.08
HSV,2006-05-19 00:53,55.04
ANB,2006-05-19 00:53,60.08
AUO,2006-05-19 00:55,66.20
OZR,2006-05-19 00:55,66.20
MOB,2006-05-19 00:56,68.00
3A1,2006-05-19 01:00,59.00
ALX,2006-05-19 01:00,57.20
MDQ,2006-05-19 01:00,51.80
AUO,2006-05-19 01:15,64.40
MDQ,2006-05-19 01:20,51.80
AUO,2006-05-19 01:35,64.40
MDQ,2006-05-19 01:40,50.00
3A1,2006-05-19 01:40,59.00
ALX,2006-05-19 01:40,53.60
DHN,2006-05-19 01:53,66.92
MSL,2006-05-19 01:53,51.98
MGM,2006-05-19 01:53,64.94
HSV,2006-05-19 01:53,55.94
BHM,2006-05-19 01:53,57.02
ANB,2006-05-19 01:53,59.00
AUO,2006-05-19 01:55,62.60
OZR,2006-05-19 01:55,64.40
MOB,2006-05-19 01:56,66.92
3A1,2006-05-19 02:00,55.40
ALX,2006-05-19 02:00,53.60
MDQ,2006-05-19 02:00,50.00
AUO,2006-05-19 02:15,62.60
MDQ,2006-05-19 02:20,50.00
3A1,2006-05-19 02:20,53.60
ALX,2006-05-19 02:20,53.60
AUO,2006-05-19 02:35,60.80
MDQ,2006-05-19 02:40,50.00
3A1,2006-05-19 02:40,50.00
ALX,2006-05-19 02:40,53.60
ANB,2006-05-19 02:53,57.92
MGM,2006-05-19 02:53,62.06
BHM,2006-05-19 02:53,55.94
MSL,2006-05-19 02:53,51.98
DHN,2006-05-19 02:53,66.02
HSV,2006-05-19 02:53,53.06
AUO,2006-05-19 02:55,60.80
OZR,2006-05-19 02:55,64.40
MOB,2006-05-19 02:56,66.92
MDQ,2006-05-19 03:00,50.00
3A1,2006-05-19 03:00,50.00
ALX,2006-05-19 03:00,53.60
AUO,2006-05-19 03:15,59.00
MDQ,2006-05-19 03:20,50.00
3A1,2006-05-19 03:20,50.00
ALX,2006-05-19 03:20,53.60
AUO,2006-05-19 03:35,57.20
ALX,2006-05-19 03:40,53.60
3A1,2006-05-19 03:40,50.00
MDQ,2006-05-19 03:40,50.00
BHM,2006-05-19 03:53,55.04
MSL,2006-05-19 03:53,51.98
HSV,2006-05-19 03:53,51.98
ANB,2006-05-19 03:53,55.94
MGM,2006-05-19 03:53,57.92
DHN,2006-05-19 03:53,66.02
AUO,2006-05-19 03:55,60.80
OZR,2006-05-19 03:55,62.60
MOB,2006-05-19 03:56,66.02
ALX,2006-05-19 04:00,53.60
MDQ,2006-05-19 04:00,48.20
3A1,2006-05-19 04:00,50.00
AUO,2006-05-19 04:15,60.80
AUO,2006-05-19 04:35,59.00
3A1,2006-05-19 04:40,48.20
ALX,2006-05-19 04:40,53.60
MDQ,2006-05-19 04:40,48.20
MSL,2006-05-19 04:53,51.08
MGM,2006-05-19 04:53,55.94
DHN,2006-05-19 04:53,62.96
HSV,2006-05-19 04:53,50.00
BHM,2006-05-19 04:53,53.96
ANB,2006-05-19 04:53,55.94
AUO,2006-05-19 04:55,55.40
OZR,2006-05-19 04:55,59.00
MOB,2006-05-19 04:56,62.96
MDQ,2006-05-19 05:00,48.20
3A1,2006-05-19 05:00,46.40
ALX,2006-05-19 05:00,51.80
ALX,2006-05-19 05:20,51.80
MDQ,2006-05-19 05:20,50.00
3A1,2006-05-19 05:20,48.20
AUO,2006-05-19 05:35,59.00
MDQ,2006-05-19 05:40,48.20
3A1,2006-05-19 05:40,44.60
ALX,2006-05-19 05:40,51.80
BHM,2006-05-19 05:53,53.06
HSV,2006-05-19 05:53,48.92
MSL,2006-05-19 05:53,51.08
MGM,2006-05-19 05:53,57.92
DHN,2006-05-19 05:53,60.98
ANB,2006-05-19 05:53,57.02
AUO,2006-05-19 05:55,57.20
OZR,2006-05-19 05:55,57.20
MOB,2006-05-19 05:56,64.04
MDQ,2006-05-19 06:00,46.40
3A1,2006-05-19 06:00,46.40
ALX,2006-05-19 06:00,51.80
AUO,2006-05-19 06:15,57.20
ALX,2006-05-19 06:20,51.80
MDQ,2006-05-19 06:20,50.00
3A1,2006-05-19 06:20,48.20
AUO,2006-05-19 06:35,59.00
MDQ,2006-05-19 06:40,50.00
3A1,2006-05-19 06:40,50.00
ALX,2006-05-19 06:40,51.80
BHM,2006-05-19 06:53,57.02
DHN,2006-05-19 06:53,64.94
HSV,2006-05-19 06:53,53.06
MSL,2006-05-19 06:53,55.04
ANB,2006-05-19 06:53,60.98
MGM,2006-05-19 06:53,62.06
AUO,2006-05-19 06:55,60.80
MOB,2006-05-19 06:56,64.94
ALX,2006-05-19 07:00,55.40
MDQ,2006-05-19 07:00,51.80
AUO,2006-05-19 07:15,60.80
ALX,2006-05-19 07:20,57.20
MDQ,2006-05-19 07:20,53.60
3A1,2006-05-19 07:20,55.40
AUO,2006-05-19 07:35,62.60
3A1,2006-05-19 07:40,57.20
ALX,2006-05-19 07:40,59.00
MDQ,2006-05-19 07:40,57.20
BHM,2006-05-19 07:53,62.96
DHN,2006-05-19 07:53,69.98
MGM,2006-05-19 07:53,68.00
MSL,2006-05-19 07:53,57.92
ANB,2006-05-19 07:53,66.92
HSV,2006-05-19 07:53,59.00
OZR,2006-05-19 07:55,68.00
AUO,2006-05-19 07:55,66.20
MOB,2006-05-19 07:56,69.08
ALX,2006-05-19 08:00,62.60
3A1,2006-05-19 08:00,60.80
MDQ,2006-05-19 08:00,59.00
AUO,2006-05-19 08:15,68.00
3A1,2006-05-19 08:20,64.40
MDQ,2006-05-19 08:20,60.80
ALX,2006-05-19 08:20,66.20
AUO,2006-05-19 08:35,69.80
MDQ,2006-05-19 08:40,64.40
3A1,2006-05-19 08:40,64.40
ALX,2006-05-19 08:40,68.00
HSV,2006-05-19 08:53,64.94
MSL,2006-05-19 08:53,66.02
DHN,2006-05-19 08:53,75.02
MGM,2006-05-19 08:53,71.96
ANB,2006-05-19 08:53,71.06
BHM,2006-05-19 08:53,69.08
AUO,2006-05-19 08:55,71.60
MOB,2006-05-19 08:56,73.94
OZR,2006-05-19 08:58,73.40
3A1,2006-05-19 09:00,69.80
MDQ,2006-05-19 09:00,68.00
ALX,2006-05-19 09:00,69.80
AUO,2006-05-19 09:15,71.60
ALX,2006-05-19 09:20,71.60
3A1,2006-05-19 09:20,69.80
MDQ,2006-05-19 09:20,69.80
AUO,2006-05-19 09:35,73.40
ALX,2006-05-19 09:40,71.60
3A1,2006-05-19 09:40,69.80
MSL,2006-05-19 09:53,73.04
ANB,2006-05-19 09:53,75.92
BHM,2006-05-19 09:53,73.94
HSV,2006-05-19 09:53,71.06
MGM,2006-05-19 09:53,75.92
DHN,2006-05-19 09:53,78.08
AUO,2006-05-19 09:55,73.40
OZR,2006-05-19 09:55,78.80
MOB,2006-05-19 09:56,80.06
3A1,2006-05-19 10:00,69.80
MDQ,2006-05-19 10:00,71.60
ALX,2006-05-19 10:00,71.60
AUO,2006-05-19 10:15,75.20
MDQ,2006-05-19 10:20,71.60
AUO,2006-05-19 10:35,75.20
ANB,2006-05-19 10:53,78.08
DHN,2006-05-19 10:53,80.96
HSV,2006-05-19 10:53,75.02
MGM,2006-05-19 10:53,78.98
MSL,2006-05-19 10:53,75.92
BHM,2006-05-19 10:53,73.94
AUO,2006-05-19 10:55,77.00
OZR,2006-05-19 10:56,80.60
MOB,2006-05-19 10:56,82.94
ALX,2006-05-19 11:00,75.20
3A1,2006-05-19 11:00,73.40
MDQ,2006-05-19 11:00,75.20
AUO,2006-05-19 11:15,77.00
ALX,2006-05-19 11:20,77.00
3A1,2006-05-19 11:20,73.40
MDQ,2006-05-19 11:20,77.00
AUO,2006-05-19 11:35,78.80
ALX,2006-05-19 11:40,77.00
3A1,2006-05-19 11:40,75.20
MDQ,2006-05-19 11:40,73.40
HSV,2006-05-19 11:53,77.00
BHM,2006-05-19 11:53,77.00
MSL,2006-05-19 11:53,78.98
ANB,2006-05-19 11:53,82.04
DHN,2006-05-19 11:53,82.94
MGM,2006-05-19 11:53,82.04
OZR,2006-05-19 11:55,82.40
AUO,2006-05-19 11:55,78.80
MOB,2006-05-19 11:56,86.00
3A1,2006-05-19 12:00,75.20
ALX,2006-05-19 12:00,77.00
MDQ,2006-05-19 12:00,77.00
AUO,2006-05-19 12:15,78.80
ALX,2006-05-19 12:20,78.80
3A1,2006-05-19 12:20,73.40
AUO,2006-05-19 12:35,80.60
ALX,2006-05-19 12:40,78.80
MDQ,2006-05-19 12:40,77.00
3A1,2006-05-19 12:40,73.40
HSV,2006-05-19 12:53,75.92
ANB,2006-05-19 12:53,82.04
MSL,2006-05-19 12:53,80.06
BHM,2006-05-19 12:53,80.06
MGM,2006-05-19 12:53,82.94
DHN,2006-05-19 12:53,84.92
OZR,2006-05-19 12:55,84.20
AUO,2006-05-19 12:55,80.60
MOB,2006-05-19 12:56,87.08
ALX,2006-05-19 13:00,78.80
3A1,2006-05-19 13:00,75.20
MDQ,2006-05-19 13:00,78.80
AUO,2006-05-19 13:15,80.60
ALX,2006-05-19 13:20,78.80
MDQ,2006-05-19 13:20,77.00
AUO,2006-05-19 13:35,80.60
ALX,2006-05-19 13:40,80.60
3A1,2006-05-19 13:40,77.00
DHN,2006-05-19 13:53,87.08
ANB,2006-05-19 13:53,82.94
MGM,2006-05-19 13:53,84.92
HSV,2006-05-19 13:53,78.08
BHM,2006-05-19 13:53,80.96
MSL,2006-05-19 13:53,80.06
OZR,2006-05-19 13:55,86.00
AUO,2006-05-19 13:55,80.60
MOB,2006-05-19 13:56,89.06
ALX,2006-05-19 14:00,80.60
MDQ,2006-05-19 14:00,78.80
3A1,2006-05-19 14:00,78.80
AUO,2006-05-19 14:15,80.60
ALX,2006-05-19 14:20,80.60
3A1,2006-05-19 14:20,77.00
MDQ,2006-05-19 14:20,80.60
AUO,2006-05-19 14:35,82.40
ALX,2006-05-19 14:40,80.60
3A1,2006-05-19 14:40,77.00
MDQ,2006-05-19 14:40,78.80
MGM,2006-05-19 14:53,86.00
ANB,2006-05-19 14:53,82.04
MSL,2006-05-19 14:53,80.96
BHM,2006-05-19 14:53,82.04
HSV,2006-05-19 14:53,80.96
DHN,2006-05-19 14:53,87.98
AUO,2006-05-19 14:55,82.40
OZR,2006-05-19 14:55,87.80
MOB,2006-05-19 14:56,87.08
3A1,2006-05-19 15:00,78.80
MDQ,2006-05-19 15:00,80.60
ALX,2006-05-19 15:00,80.60
AUO,2006-05-19 15:15,82.40
MDQ,2006-05-19 15:20,82.40
ALX,2006-05-19 15:20,80.60
3A1,2006-05-19 15:20,77.00
AUO,2006-05-19 15:35,82.40
DHN,2006-05-19 15:53,87.98
BHM,2006-05-19 15:53,84.02
HSV,2006-05-19 15:53,82.94
MGM,2006-05-19 15:53,84.92
MSL,2006-05-19 15:53,78.98
ANB,2006-05-19 15:53,86.00
OZR,2006-05-19 15:55,87.80
AUO,2006-05-19 15:55,82.40
MOB,2006-05-19 15:56,87.08
3A1,2006-05-19 16:00,77.00
ALX,2006-05-19 16:00,80.60
MDQ,2006-05-19 16:00,82.40
AUO,2006-05-19 16:15,82.40
ALX,2006-05-19 16:20,82.40
MDQ,2006-05-19 16:20,82.40
3A1,2006-05-19 16:20,77.00
AUO,2006-05-19 16:35,82.40
MDQ,2006-05-19 16:40,82.40
ANB,2006-05-19 16:53,84.92
MSL,2006-05-19 16:53,80.06
MGM,2006-05-19 16:53,86.00
BHM,2006-05-19 16:53,82.04
HSV,2006-05-19 16:53,82.04
DHN,2006-05-19 16:53,87.98
AUO,2006-05-19 16:55,82.40
OZR,2006-05-19 16:55,87.80
MOB,2006-05-19 16:56,86.00
MDQ,2006-05-19 17:00,82.40
ALX,2006-05-19 17:00,82.40
3A1,2006-05-19 17:00,77.00
AUO,2006-05-19 17:15,82.40
3A1,2006-05-19 17:20,75.20
ALX,2006-05-19 17:20,80.60
MDQ,2006-05-19 17:20,82.40
AUO,2006-05-19 17:35,82.40
ALX,2006-05-19 17:40,80.60
3A1,2006-05-19 17:40,77.00
MDQ,2006-05-19 17:40,82.40
ANB,2006-05-19 17:53,84.02
DHN,2006-05-19 17:53,87.08
MGM,2006-05-19 17:53,84.02
MSL,2006-05-19 17:53,80.06
BHM,2006-05-19 17:53,82.94
HSV,2006-05-19 17:53,80.06
AUO,2006-05-19 17:55,82.40
OZR,2006-05-19 17:55,87.80
MOB,2006-05-19 17:56,82.94
3A1,2006-05-19 18:00,77.00
MDQ,2006-05-19 18:00,80.60
ALX,2006-05-19 18:00,80.60
MDQ,2006-05-19 18:20,80.60
ALX,2006-05-19 18:20,80.60
3A1,2006-05-19 18:20,75.20
AUO,2006-05-19 18:35,80.60
3A1,2006-05-19 18:40,73.40
MDQ,2006-05-19 18:40,78.80
ALX,2006-05-19 18:40,80.60
DHN,2006-05-19 18:53,84.92
MSL,2006-05-19 18:53,78.08
HSV,2006-05-19 18:53,78.08
BHM,2006-05-19 18:53,80.96
ANB,2006-05-19 18:53,80.96
MGM,2006-05-19 18:53,80.96
OZR,2006-05-19 18:55,84.20
AUO,2006-05-19 18:55,80.60
MOB,2006-05-19 18:56,80.06
3A1,2006-05-19 19:00,73.40
ALX,2006-05-19 19:00,78.80
MDQ,2006-05-19 19:00,78.80
AUO,2006-05-19 19:15,77.00
ALX,2006-05-19 19:20,75.20
MDQ,2006-05-19 19:20,77.00
3A1,2006-05-19 19:20,73.40
AUO,2006-05-19 19:35,75.20
ALX,2006-05-19 19:40,71.60
3A1,2006-05-19 19:40,69.80
MDQ,2006-05-19 19:40,78.80
MSL,2006-05-19 19:53,73.94
HSV,2006-05-19 19:53,73.04
ANB,2006-05-19 19:53,71.96
BHM,2006-05-19 19:53,78.08
DHN,2006-05-19 19:53,78.98
MGM,2006-05-19 19:53,75.02
AUO,2006-05-19 19:55,73.40
OZR,2006-05-19 19:55,78.80
MOB,2006-05-19 19:56,77.00
3A1,2006-05-19 20:00,69.80
MDQ,2006-05-19 20:00,75.20
ALX,2006-05-19 20:00,69.80
AUO,2006-05-19 20:15,71.60
MDQ,2006-05-19 20:20,75.20
ALX,2006-05-19 20:20,68.00
3A1,2006-05-19 20:20,69.80
AUO,2006-05-19 20:35,71.60
3A1,2006-05-19 20:40,69.80
ALX,2006-05-19 20:40,68.00
HSV,2006-05-19 20:53,69.98
DHN,2006-05-19 20:53,77.00
ANB,2006-05-19 20:53,71.06
MGM,2006-05-19 20:53,71.96
MSL,2006-05-19 20:53,71.96
BHM,2006-05-19 20:53,75.92
OZR,2006-05-19 20:55,75.20
AUO,2006-05-19 20:55,71.60
MOB,2006-05-19 20:56,75.02
3A1,2006-05-19 21:00,69.80
ALX,2006-05-19 21:00,68.00
MDQ,2006-05-19 21:00,71.60
AUO,2006-05-19 21:15,69.80
ALX,2006-05-19 21:20,68.00
MDQ,2006-05-19 21:20,71.60
AUO,2006-05-19 21:35,69.80
3A1,2006-05-19 21:40,69.80
ALX,2006-05-19 21:40,68.00
MDQ,2006-05-19 21:40,69.80
BHM,2006-05-19 21:53,77.00
DHN,2006-05-19 21:53,75.02
MGM,2006-05-19 21:53,71.06
MSL,2006-05-19 21:53,73.04
ANB,2006-05-19 21:53,69.08
HSV,2006-05-19 21:53,68.00
AUO,2006-05-19 21:55,69.80
OZR,2006-05-19 21:55,73.40
MOB,2006-05-19 21:56,73.04
ALX,2006-05-19 22:00,68.00
MDQ,2006-05-19 22:00,64.40
3A1,2006-05-19 22:00,69.80
AUO,2006-05-19 22:15,69.80
ALX,2006-05-19 22:20,64.40
MDQ,2006-05-19 22:20,64.40
3A1,2006-05-19 22:20,69.80
AUO,2006-05-19 22:35,68.00
ALX,2006-05-19 22:40,62.60
3A1,2006-05-19 22:40,69.80
MDQ,2006-05-19 22:41,68.00
ANB,2006-05-19 22:53,66.02
BHM,2006-05-19 22:53,77.00
DHN,2006-05-19 22:53,73.04
MGM,2006-05-19 22:53,71.06
MSL,2006-05-19 22:53,77.00
HSV,2006-05-19 22:53,68.00
AUO,2006-05-19 22:55,66.20
OZR,2006-05-19 22:55,71.60
MOB,2006-05-19 22:56,73.04
MDQ,2006-05-19 23:00,71.60
3A1,2006-05-19 23:00,69.80
ALX,2006-05-19 23:00,62.60
AUO,2006-05-19 23:15,68.00
3A1,2006-05-19 23:20,69.80
ALX,2006-05-19 23:20,62.60
MDQ,2006-05-19 23:20,68.00
AUO,2006-05-19 23:35,66.20
ALX,2006-05-19 23:40,62.60
3A1,2006-05-19 23:40,71.60
MDQ,2006-05-19 23:40,69.80
HSV,2006-05-19 23:53,69.98
BHM,2006-05-19 23:53,75.92
MSL,2006-05-19 23:53,77.00
ANB,2006-05-19 23:53,64.04
DHN,2006-05-19 23:53,71.06
MGM,2006-05-19 23:53,71.96
AUO,2006-05-19 23:55,66.20
MOB,2006-05-19 23:56,73.04
OZR,2006-05-19 23:58,68.00
3A1,2006-05-20 00:00,71.60
ALX,2006-05-20 00:00,62.60
MDQ,2006-05-20 00:00,71.60
AUO,2006-05-20 00:15,66.20
MDQ,2006-05-20 00:20,69.80
ALX,2006-05-20 00:20,60.80
3A1,2006-05-20 00:20,69.80
AUO,2006-05-20 00:35,64.40
ALX,2006-05-20 00:40,60.80
3A1,2006-05-20 00:40,69.80
MDQ,2006-05-20 00:40,69.80
MGM,2006-05-20 00:53,69.98
MSL,2006-05-20 00:53,75.92
BHM,2006-05-20 00:53,75.92
ANB,2006-05-20 00:53,62.96
DHN,2006-05-20 00:53,71.06
HSV,2006-05-20 00:53,71.96
OZR,2006-05-20 00:55,68.00
AUO,2006-05-20 00:55,64.40
MOB,2006-05-20 00:56,73.04
MDQ,2006-05-20 01:00,71.60
3A1,2006-05-20 01:00,69.80
ALX,2006-05-20 01:00,62.60
AUO,2006-05-20 01:15,64.40
3A1,2006-05-20 01:20,69.80
ALX,2006-05-20 01:20,62.60
MDQ,2006-05-20 01:20,71.60
ALX,2006-05-20 01:40,62.60
MDQ,2006-05-20 01:40,71.60
3A1,2006-05-20 01:40,69.80
ANB,2006-05-20 01:53,68.00
BHM,2006-05-20 01:53,75.02
DHN,2006-05-20 01:53,69.98
HSV,2006-05-20 01:53,73.04
MSL,2006-05-20 01:53,75.92
MGM,2006-05-20 01:53,69.08
OZR,2006-05-20 01:55,68.00
AUO,2006-05-20 01:55,68.00
MOB,2006-05-20 01:56,71.96
MDQ,2006-05-20 02:00,71.60
ALX,2006-05-20 02:00,68.00
3A1,2006-05-20 02:00,69.80
AUO,2006-05-20 02:15,66.20
MDQ,2006-05-20 02:20,71.60
ALX,2006-05-20 02:20,68.00
3A1,2006-05-20 02:20,69.80
AUO,2006-05-20 02:35,66.20
3A1,2006-05-20 02:40,69.80
ALX,2006-05-20 02:40,68.00
ANB,2006-05-20 02:53,69.08
BHM,2006-05-20 02:53,73.04
HSV,2006-05-20 02:53,71.06
MGM,2006-05-20 02:53,68.00
MSL,2006-05-20 02:53,73.94
DHN,2006-05-20 02:53,69.08
AUO,2006-05-20 02:55,66.20
OZR,2006-05-20 02:55,66.20
MOB,2006-05-20 02:56,71.06
3A1,2006-05-20 03:00,69.80
ALX,2006-05-20 03:00,68.00
MDQ,2006-05-20 03:00,71.60
AUO,2006-05-20 03:15,66.20
3A1,2006-05-20 03:20,69.80
ALX,2006-05-20 03:20,68.00
MDQ,2006-05-20 03:20,71.60
AUO,2006-05-20 03:35,66.20
MDQ,2006-05-20 03:40,71.60
ANB,2006-05-20 03:53,69.08
MSL,2006-05-20 03:53,73.04
DHN,2006-05-20 03:53,69.08
HSV,2006-05-20 03:53,71.96
BHM,2006-05-20 03:53,73.04
MGM,2006-05-20 03:53,66.92
AUO,2006-05-20 03:55,66.20
OZR,2006-05-20 03:55,66.20
MOB,2006-05-20 03:56,69.98
ALX,2006-05-20 04:00,66.20
3A1,2006-05-20 04:00,69.80
MDQ,2006-05-20 04:00,71.60
AUO,2006-05-20 04:15,66.20
ALX,2006-05-20 04:20,68.00
3A1,2006-05-20 04:20,69.80
MDQ,2006-05-20 04:20,71.60
OZR,2006-05-20 04:27,66.20
MDQ,2006-05-20 04:40,71.60
ALX,2006-05-20 04:40,68.00
3A1,2006-05-20 04:40,69.80
ANB,2006-05-20 04:53,68.00
DHN,2006-05-20 04:53,68.00
BHM,2006-05-20 04:53,73.04
MSL,2006-05-20 04:53,73.04
