station,valid,tmpf
MGM,2006-05-20 04:53,64.94
HSV,2006-05-20 04:53,73.04
OZR,2006-05-20 04:55,66.20
AUO,2006-05-20 04:55,66.20
MOB,2006-05-20 04:56,69.98
3A1,2006-05-20 05:00,69.80
ALX,2006-05-20 05:00,66.20
MDQ,2006-05-20 05:00,71.60
AUO,2006-05-20 05:15,66.20
3A1,2006-05-20 05:20,68.00
ALX,2006-05-20 05:20,64.40
MDQ,2006-05-20 05:20,71.60
AUO,2006-05-20 05:35,66.20
ALX,2006-05-20 05:40,62.60
MDQ,2006-05-20 05:40,71.60
3A1,2006-05-20 05:40,68.00
ANB,2006-05-20 05:53,68.00
MSL,2006-05-20 05:53,71.96
BHM,2006-05-20 05:53,71.96
DHN,2006-05-20 05:53,68.00
HSV,2006-05-20 05:53,73.40
MGM,2006-05-20 05:53,64.94
AUO,2006-05-20 05:55,66.20
OZR,2006-05-20 05:55,66.20
MOB,2006-05-20 05:56,68.00
MDQ,2006-05-20 06:00,73.40
AUO,2006-05-20 06:15,66.20
MDQ,2006-05-20 06:20,73.40
3A1,2006-05-20 06:20,68.00
ALX,2006-05-20 06:20,64.40
DHN,2006-05-20 06:24,68.00
AUO,2006-05-20 06:35,66.20
OZR,2006-05-20 06:38,66.20
3A1,2006-05-20 06:40,69.80
MDQ,2006-05-20 06:40,73.40
ALX,2006-05-20 06:40,64.40
DHN,2006-05-20 06:41,69.80
MGM,2006-05-20 06:53,68.00
DHN,2006-05-20 06:53,69.08
HSV,2006-05-20 06:53,73.94
BHM,2006-05-20 06:53,73.04
ANB,2006-05-20 06:53,71.06
MSL,2006-05-20 06:53,73.94
AUO,2006-05-20 06:55,68.00
OZR,2006-05-20 06:55,66.20
MOB,2006-05-20 06:56,69.08
3A1,2006-05-20 07:00,69.80
MDQ,2006-05-20 07:00,73.40
ALX,2006-05-20 07:00,68.00
OZR,2006-05-20 07:08,68.00
AUO,2006-05-20 07:15,66.20
MDQ,2006-05-20 07:20,73.40
ALX,2006-05-20 07:20,69.80
3A1,2006-05-20 07:20,69.80
AUO,2006-05-20 07:35,69.80
3A1,2006-05-20 07:40,69.80
ALX,2006-05-20 07:40,71.60
MDQ,2006-05-20 07:40,77.00
OZR,2006-05-20 07:44,69.80
DHN,2006-05-20 07:53,71.96
HSV,2006-05-20 07:53,75.92
MGM,2006-05-20 07:53,71.96
ANB,2006-05-20 07:53,77.00
MSL,2006-05-20 07:53,77.00
BHM,2006-05-20 07:53,75.02
AUO,2006-05-20 07:55,69.80
OZR,2006-05-20 07:56,69.80
MOB,2006-05-20 07:56,71.96
3A1,2006-05-20 08:00,71.60
ALX,2006-05-20 08:00,71.60
MDQ,2006-05-20 08:00,77.00
OZR,2006-05-20 08:14,71.60
AUO,2006-05-20 08:15,71.60
MDQ,2006-05-20 08:20,78.80
DHN,2006-05-20 08:35,75.20
AUO,2006-05-20 08:35,73.40
ALX,2006-05-20 08:40,75.20
3A1,2006-05-20 08:40,73.40
MDQ,2006-05-20 08:40,78.80
ANB,2006-05-20 08:53,80.96
BHM,2006-05-20 08:53,78.08
MGM,2006-05-20 08:53,77.00
MSL,2006-05-20 08:53,80.06
DHN,2006-05-20 08:53,75.92
HSV,2006-05-20 08:53,78.98
OZR,2006-05-20 08:55,77.00
AUO,2006-05-20 08:55,75.20
MOB,2006-05-20 08:56,75.02
3A1,2006-05-20 09:00,75.20
ALX,2006-05-20 09:00,75.20
MDQ,2006-05-20 09:00,80.60
AUO,2006-05-20 09:15,77.00
3A1,2006-05-20 09:20,75.20
ALX,2006-05-20 09:20,77.00
MDQ,2006-05-20 09:20,82.40
AUO,2006-05-20 09:35,78.80
ALX,2006-05-20 09:40,77.00
3A1,2006-05-20 09:40,77.00
MDQ,2006-05-20 09:40,82.40
BHM,2006-05-20 09:53,80.96
DHN,2006-05-20 09:53,80.06
MSL,2006-05-20 09:53,82.04
MGM,2006-05-20 09:53,80.06
HSV,2006-05-20 09:53,82.94
ANB,2006-05-20 09:53,84.02
OZR,2006-05-20 09:55,80.60
AUO,2006-05-20 09:55,78.80
MOB,2006-05-20 09:56,78.08
ALX,2006-05-20 10:00,78.80
MDQ,2006-05-20 10:00,82.40
3A1,2006-05-20 10:00,77.00
AUO,2006-05-20 10:15,80.60
3A1,2006-05-20 10:20,78.80
ALX,2006-05-20 10:20,80.60
MDQ,2006-05-20 10:20,82.40
AUO,2006-05-20 10:35,82.40
3A1,2006-05-20 10:40,78.80
ALX,2006-05-20 10:40,80.60
MDQ,2006-05-20 10:40,84.20
DHN,2006-05-20 10:53,84.92
HSV,2006-05-20 10:53,84.02
ANB,2006-05-20 10:53,87.98
MGM,2006-05-20 10:53,82.94
BHM,2006-05-20 10:53,84.02
MSL,2006-05-20 10:53,84.02
OZR,2006-05-20 10:55,84.20
AUO,2006-05-20 10:55,82.40
MOB,2006-05-20 10:56,80.96
MDQ,2006-05-20 11:00,82.40
ALX,2006-05-20 11:00,80.60
3A1,2006-05-20 11:00,80.60
3A1,2006-05-20 11:20,78.80
ALX,2006-05-20 11:20,80.60
MDQ,2006-05-20 11:20,82.40
AUO,2006-05-20 11:35,84.20
MDQ,2006-05-20 11:40,84.20
ALX,2006-05-20 11:40,86.00
3A1,2006-05-20 11:40,80.60
DHN,2006-05-20 11:53,87.08
BHM,2006-05-20 11:53,84.92
MSL,2006-05-20 11:53,86.00
MGM,2006-05-20 11:53,86.00
HSV,2006-05-20 11:53,86.00
ANB,2006-05-20 11:53,89.96
AUO,2006-05-20 11:55,84.20
MOB,2006-05-20 11:56,84.02
ALX,2006-05-20 12:00,87.80
3A1,2006-05-20 12:00,80.60
MDQ,2006-05-20 12:00,86.00
AUO,2006-05-20 12:15,86.00
MDQ,2006-05-20 12:20,87.80
3A1,2006-05-20 12:20,82.40
ALX,2006-05-20 12:20,87.80
AUO,2006-05-20 12:35,86.00
3A1,2006-05-20 12:40,82.40
MDQ,2006-05-20 12:40,87.80
BHM,2006-05-20 12:53,89.06
DHN,2006-05-20 12:53,89.06
HSV,2006-05-20 12:53,87.98
MSL,2006-05-20 12:53,89.06
MGM,2006-05-20 12:53,87.98
ANB,2006-05-20 12:53,93.02
OZR,2006-05-20 12:55,89.60
AUO,2006-05-20 12:55,87.80
MOB,2006-05-20 12:56,87.08
3A1,2006-05-20 13:00,86.00
MDQ,2006-05-20 13:00,87.80
ALX,2006-05-20 13:00,87.80
AUO,2006-05-20 13:15,87.80
MDQ,2006-05-20 13:20,87.80
ALX,2006-05-20 13:20,87.80
AUO,2006-05-20 13:35,87.80
MDQ,2006-05-20 13:40,87.80
HSV,2006-05-20 13:53,89.06
ANB,2006-05-20 13:53,95.00
MGM,2006-05-20 13:53,89.06
MSL,2006-05-20 13:53,89.96
DHN,2006-05-20 13:53,89.96
BHM,2006-05-20 13:53,89.06
AUO,2006-05-20 13:55,89.60
OZR,2006-05-20 13:55,91.40
MOB,2006-05-20 13:56,89.06
MDQ,2006-05-20 14:00,89.60
3A1,2006-05-20 14:00,86.00
ALX,2006-05-20 14:00,87.80
AUO,2006-05-20 14:15,89.60
MDQ,2006-05-20 14:20,89.60
AUO,2006-05-20 14:35,89.60
MDQ,2006-05-20 14:40,89.60
ALX,2006-05-20 14:40,87.80
3A1,2006-05-20 14:40,86.00
MGM,2006-05-20 14:53,89.96
ANB,2006-05-20 14:53,93.92
DHN,2006-05-20 14:53,91.04
MSL,2006-05-20 14:53,89.96
HSV,2006-05-20 14:53,89.96
BHM,2006-05-20 14:53,89.96
OZR,2006-05-20 14:55,91.40
MOB,2006-05-20 14:56,89.06
3A1,2006-05-20 15:00,86.00
MDQ,2006-05-20 15:00,89.60
ALX,2006-05-20 15:00,87.80
AUO,2006-05-20 15:15,89.60
3A1,2006-05-20 15:20,86.00
ALX,2006-05-20 15:20,89.60
MDQ,2006-05-20 15:20,91.40
AUO,2006-05-20 15:35,89.60
ALX,2006-05-20 15:40,89.60
3A1,2006-05-20 15:40,86.00
ANB,2006-05-20 15:53,93.92
HSV,2006-05-20 15:53,89.96
DHN,2006-05-20 15:53,91.04
MGM,2006-05-20 15:53,89.96
MSL,2006-05-20 15:53,89.96
BHM,2006-05-20 15:53,89.96
OZR,2006-05-20 15:55,91.40
AUO,2006-05-20 15:55,89.60
MOB,2006-05-20 15:56,87.08
MDQ,2006-05-20 16:00,89.60
ALX,2006-05-20 16:00,89.60
3A1,2006-05-20 16:00,86.00
AUO,2006-05-20 16:15,89.60
3A1,2006-05-20 16:20,86.00
ALX,2006-05-20 16:20,87.80
MDQ,2006-05-20 16:20,89.60
AUO,2006-05-20 16:35,89.60
ALX,2006-05-20 16:40,87.80
MDQ,2006-05-20 16:40,89.60
3A1,2006-05-20 16:40,86.00
HSV,2006-05-20 16:53,87.98
ANB,2006-05-20 16:53,93.02
MSL,2006-05-20 16:53,89.96
MGM,2006-05-20 16:53,89.06
BHM,2006-05-20 16:53,89.06
DHN,2006-05-20 16:53,91.04
OZR,2006-05-20 16:55,91.40
AUO,2006-05-20 16:55,87.80
MOB,2006-05-20 16:56,84.92
3A1,2006-05-20 17:00,86.00
ALX,2006-05-20 17:00,87.80
MDQ,2006-05-20 17:00,89.60
AUO,2006-05-20 17:15,87.80
MDQ,2006-05-20 17:20,87.80
ALX,2006-05-20 17:20,87.80
AUO,2006-05-20 17:35,87.80
MDQ,2006-05-20 17:40,87.80
ALX,2006-05-20 17:40,87.80
3A1,2006-05-20 17:40,86.00
MGM,2006-05-20 17:53,87.98
BHM,2006-05-20 17:53,87.98
HSV,2006-05-20 17:53,87.08
MSL,2006-05-20 17:53,87.98
DHN,2006-05-20 17:53,89.96
ANB,2006-05-20 17:53,91.94
OZR,2006-05-20 17:55,89.60
AUO,2006-05-20 17:55,87.80
MOB,2006-05-20 17:56,82.04
MDQ,2006-05-20 18:00,87.80
3A1,2006-05-20 18:00,86.00
ALX,2006-05-20 18:00,87.80
AUO,2006-05-20 18:15,87.80
3A1,2006-05-20 18:20,86.00
MDQ,2006-05-20 18:20,86.00
ALX,2006-05-20 18:20,87.80
AUO,2006-05-20 18:35,86.00
MDQ,2006-05-20 18:40,87.80
MSL,2006-05-20 18:53,84.92
ANB,2006-05-20 18:53,87.08
MGM,2006-05-20 18:53,84.02
DHN,2006-05-20 18:53,87.08
HSV,2006-05-20 18:53,86.00
BHM,2006-05-20 18:53,86.00
AUO,2006-05-20 18:55,84.20
OZR,2006-05-20 18:55,86.00
MOB,2006-05-20 18:56,78.08
ALX,2006-05-20 19:00,86.00
3A1,2006-05-20 19:00,80.60
MDQ,2006-05-20 19:00,86.00
AUO,2006-05-20 19:15,82.40
3A1,2006-05-20 19:20,78.80
ALX,2006-05-20 19:20,80.60
MDQ,2006-05-20 19:20,86.00
AUO,2006-05-20 19:35,80.60
ALX,2006-05-20 19:40,80.60
MDQ,2006-05-20 19:40,82.40
3A1,2006-05-20 19:40,78.80
MGM,2006-05-20 19:53,80.96
MSL,2006-05-20 19:53,82.94
BHM,2006-05-20 19:53,84.02
DHN,2006-05-20 19:53,82.04
HSV,2006-05-20 19:53,84.02
ANB,2006-05-20 19:53,80.06
OZR,2006-05-20 19:55,80.60
AUO,2006-05-20 19:55,78.80
MOB,2006-05-20 19:56,75.02
MDQ,2006-05-20 20:00,80.60
ALX,2006-05-20 20:00,78.80
3A1,2006-05-20 20:00,77.00
AUO,2006-05-20 20:15,78.80
ALX,2006-05-20 20:20,77.00
3A1,2006-05-20 20:20,75.20
MDQ,2006-05-20 20:20,80.60
AUO,2006-05-20 20:35,78.80
MDQ,2006-05-20 20:40,82.40
3A1,2006-05-20 20:40,73.40
ALX,2006-05-20 20:40,77.00
ANB,2006-05-20 20:53,78.08
MGM,2006-05-20 20:53,75.02
HSV,2006-05-20 20:53,82.04
BHM,2006-05-20 20:53,82.04
MSL,2006-05-20 20:53,82.04
AUO,2006-05-20 20:55,78.80
OZR,2006-05-20 20:55,77.00
MOB,2006-05-20 20:56,71.96
3A1,2006-05-20 21:00,73.40
ALX,2006-05-20 21:00,75.20
MDQ,2006-05-20 21:00,82.40
AUO,2006-05-20 21:15,77.00
ALX,2006-05-20 21:20,73.40
MDQ,2006-05-20 21:20,80.60
3A1,2006-05-20 21:20,75.20
AUO,2006-05-20 21:35,75.20
ALX,2006-05-20 21:40,75.20
MDQ,2006-05-20 21:40,71.60
3A1,2006-05-20 21:40,75.20
DHN,2006-05-20 21:53,75.02
MGM,2006-05-20 21:53,73.94
HSV,2006-05-20 21:53,78.08
MSL,2006-05-20 21:53,80.96
BHM,2006-05-20 21:53,80.06
ANB,2006-05-20 21:53,77.00
OZR,2006-05-20 21:55,73.40
AUO,2006-05-20 21:55,75.20
MOB,2006-05-20 21:56,69.98
MDQ,2006-05-20 22:00,71.60
3A1,2006-05-20 22:00,75.20
ALX,2006-05-20 22:00,75.20
AUO,2006-05-20 22:15,75.20
MDQ,2006-05-20 22:20,71.60
ALX,2006-05-20 22:20,75.20
3A1,2006-05-20 22:20,75.20
AUO,2006-05-20 22:35,75.20
ALX,2006-05-20 22:40,71.60
3A1,2006-05-20 22:40,75.20
MDQ,2006-05-20 22:40,71.60
MGM,2006-05-20 22:53,73.94
HSV,2006-05-20 22:53,73.04
ANB,2006-05-20 22:53,73.94
DHN,2006-05-20 22:53,71.96
BHM,2006-05-20 22:53,78.08
MSL,2006-05-20 22:53,77.00
OZR,2006-05-20 22:55,69.80
AUO,2006-05-20 22:55,75.20
MOB,2006-05-20 22:56,69.98
MDQ,2006-05-20 23:00,69.80
3A1,2006-05-20 23:00,75.20
ALX,2006-05-20 23:00,71.60
AUO,2006-05-20 23:15,75.20
MDQ,2006-05-20 23:20,71.60
ALX,2006-05-20 23:20,68.00
3A1,2006-05-20 23:20,73.40
AUO,2006-05-20 23:35,75.20
MDQ,2006-05-20 23:40,69.80
ALX,2006-05-20 23:40,68.00
3A1,2006-05-20 23:40,73.40
BHM,2006-05-20 23:53,75.92
DHN,2006-05-20 23:53,69.98
MSL,2006-05-20 23:53,78.08
ANB,2006-05-20 23:53,71.06
HSV,2006-05-20 23:53,71.96
MGM,2006-05-20 23:53,73.04
OZR,2006-05-20 23:55,68.00
AUO,2006-05-20 23:55,75.20
MOB,2006-05-20 23:56,68.00
3A1,2006-05-21 00:00,73.40
MDQ,2006-05-21 00:00,69.80
ALX,2006-05-21 00:00,68.00
AUO,2006-05-21 00:15,73.40
MDQ,2006-05-21 00:20,69.80
3A1,2006-05-21 00:20,73.40
ALX,2006-05-21 00:20,68.00
AUO,2006-05-21 00:35,69.80
ALX,2006-05-21 00:40,64.40
3A1,2006-05-21 00:40,73.40
MDQ,2006-05-21 00:40,71.60
BHM,2006-05-21 00:53,75.02
MGM,2006-05-21 00:53,69.98
MSL,2006-05-21 00:53,75.92
HSV,2006-05-21 00:53,69.98
DHN,2006-05-21 00:53,69.08
ANB,2006-05-21 00:53,69.98
OZR,2006-05-21 00:55,66.20
AUO,2006-05-21 00:55,69.80
MOB,2006-05-21 00:56,68.00
MDQ,2006-05-21 01:00,71.60
3A1,2006-05-21 01:00,73.40
ALX,2006-05-21 01:00,64.40
AUO,2006-05-21 01:15,71.60
ALX,2006-05-21 01:20,62.60
MDQ,2006-05-21 01:20,69.80
3A1,2006-05-21 01:20,73.40
AUO,2006-05-21 01:35,69.80
MDQ,2006-05-21 01:40,69.80
3A1,2006-05-21 01:40,73.40
ALX,2006-05-21 01:40,62.60
BHM,2006-05-21 01:53,73.94
MSL,2006-05-21 01:53,75.02
HSV,2006-05-21 01:53,71.06
DHN,2006-05-21 01:53,68.00
ANB,2006-05-21 01:53,71.96
MGM,2006-05-21 01:53,68.00
OZR,2006-05-21 01:55,66.20
AUO,2006-05-21 01:55,69.80
MOB,2006-05-21 01:56,66.92
MDQ,2006-05-21 02:00,69.80
3A1,2006-05-21 02:00,69.80
ALX,2006-05-21 02:00,60.80
AUO,2006-05-21 02:15,66.20
3A1,2006-05-21 02:20,69.80
ALX,2006-05-21 02:20,60.80
AUO,2006-05-21 02:35,66.20
ALX,2006-05-21 02:40,62.60
MDQ,2006-05-21 02:40,68.00
3A1,2006-05-21 02:40,69.80
MSL,2006-05-21 02:53,73.94
DHN,2006-05-21 02:53,66.92
ANB,2006-05-21 02:53,69.98
BHM,2006-05-21 02:53,69.08
MGM,2006-05-21 02:53,66.92
HSV,2006-05-21 02:53,71.96
AUO,2006-05-21 02:55,66.20
OZR,2006-05-21 02:55,66.20
MOB,2006-05-21 02:56,66.92
3A1,2006-05-21 03:00,69.80
MDQ,2006-05-21 03:00,69.80
ALX,2006-05-21 03:00,60.80
AUO,2006-05-21 03:15,66.20
ALX,2006-05-21 03:20,60.80
3A1,2006-05-21 03:20,69.80
MDQ,2006-05-21 03:20,69.80
DHN,2006-05-21 03:27,66.20
AUO,2006-05-21 03:35,66.20
DHN,2006-05-21 03:36,66.20
ALX,2006-05-21 03:40,60.80
3A1,2006-05-21 03:40,69.80
DHN,2006-05-21 03:43,66.20
OZR,2006-05-21 03:45,66.20
HSV,2006-05-21 03:53,71.96
BHM,2006-05-21 03:53,66.92
DHN,2006-05-21 03:53,66.92
MGM,2006-05-21 03:53,66.02
ANB,2006-05-21 03:53,68.00
MSL,2006-05-21 03:53,73.94
OZR,2006-05-21 03:55,66.20
AUO,2006-05-21 03:55,66.20
MOB,2006-05-21 03:56,66.02
3A1,2006-05-21 04:00,69.80
ALX,2006-05-21 04:00,60.80
MDQ,2006-05-21 04:00,68.00
MDQ,2006-05-21 04:20,69.80
ALX,2006-05-21 04:20,60.80
3A1,2006-05-21 04:20,69.80
DHN,2006-05-21 04:24,68.00
DHN,2006-05-21 04:33,68.00
AUO,2006-05-21 04:35,66.20
OZR,2006-05-21 04:35,68.00
3A1,2006-05-21 04:40,69.80
ALX,2006-05-21 04:40,60.80
MDQ,2006-05-21 04:40,69.80
DHN,2006-05-21 04:53,68.00
BHM,2006-05-21 04:53,64.94
ANB,2006-05-21 04:53,68.00
HSV,2006-05-21 04:53,69.08
MSL,2006-05-21 04:53,73.04
MGM,2006-05-21 04:53,66.02
AUO,2006-05-21 04:55,66.20
OZR,2006-05-21 04:55,66.20
MOB,2006-05-21 04:56,64.94
MDQ,2006-05-21 05:00,69.80
3A1,2006-05-21 05:00,68.00
ALX,2006-05-21 05:00,60.80
AUO,2006-05-21 05:15,66.20
MDQ,2006-05-21 05:20,69.80
3A1,2006-05-21 05:20,64.40
DHN,2006-05-21 05:20,68.00
ALX,2006-05-21 05:20,60.80
AUO,2006-05-21 05:35,66.20
3A1,2006-05-21 05:40,64.40
ALX,2006-05-21 05:40,60.80
MDQ,2006-05-21 05:40,69.80
DHN,2006-05-21 05:53,69.08
ANB,2006-05-21 05:53,69.98
BHM,2006-05-21 05:53,69.98
MGM,2006-05-21 05:53,66.02
MSL,2006-05-21 05:53,71.96
HSV,2006-05-21 05:53,69.08
AUO,2006-05-21 05:55,66.20
OZR,2006-05-21 05:55,68.00
MOB,2006-05-21 05:56,62.96
ALX,2006-05-21 06:00,60.80
3A1,2006-05-21 06:00,64.40
MDQ,2006-05-21 06:00,69.80
MDQ,2006-05-21 06:20,69.80
ALX,2006-05-21 06:20,60.80
3A1,2006-05-21 06:20,64.40
OZR,2006-05-21 06:25,68.00
AUO,2006-05-21 06:35,66.20
ALX,2006-05-21 06:40,62.60
3A1,2006-05-21 06:40,64.40
HSV,2006-05-21 06:53,69.98
BHM,2006-05-21 06:53,71.06
MSL,2006-05-21 06:53,71.96
MGM,2006-05-21 06:53,68.00
ANB,2006-05-21 06:53,71.06
AUO,2006-05-21 06:55,66.20
OZR,2006-05-21 06:55,68.00
MOB,2006-05-21 06:56,66.02
ALX,2006-05-21 07:00,68.00
MDQ,2006-05-21 07:00,69.80
3A1,2006-05-21 07:00,68.00
AUO,2006-05-21 07:15,68.00
ALX,2006-05-21 07:20,68.00
MDQ,2006-05-21 07:20,69.80
3A1,2006-05-21 07:20,69.80
AUO,2006-05-21 07:35,69.80
OZR,2006-05-21 07:40,69.80
HSV,2006-05-21 07:53,71.96
MSL,2006-05-21 07:53,73.94
MGM,2006-05-21 07:53,71.96
BHM,2006-05-21 07:53,71.96
DHN,2006-05-21 07:53,71.06
ANB,2006-05-21 07:53,75.02
OZR,2006-05-21 07:55,71.60
AUO,2006-05-21 07:55,71.60
MOB,2006-05-21 07:56,71.06
3A1,2006-05-21 08:00,69.80
MDQ,2006-05-21 08:00,73.40
ALX,2006-05-21 08:00,71.60
DHN,2006-05-21 08:03,71.60
AUO,2006-05-21 08:15,73.40
3A1,2006-05-21 08:20,69.80
MDQ,2006-05-21 08:20,73.40
AUO,2006-05-21 08:35,73.40
3A1,2006-05-21 08:40,71.60
MDQ,2006-05-21 08:40,77.00
ALX,2006-05-21 08:40,75.20
BHM,2006-05-21 08:53,75.92
ANB,2006-05-21 08:53,80.06
DHN,2006-05-21 08:53,75.02
MSL,2006-05-21 08:53,75.92
MGM,2006-05-21 08:53,75.92
HSV,2006-05-21 08:53,73.94
OZR,2006-05-21 08:55,75.20
AUO,2006-05-21 08:55,73.40
MOB,2006-05-21 08:56,75.02
3A1,2006-05-21 09:00,73.40
ALX,2006-05-21 09:00,75.20
MDQ,2006-05-21 09:00,77.00
AUO,2006-05-21 09:15,75.20
MDQ,2006-05-21 09:20,77.00
3A1,2006-05-21 09:20,75.20
ALX,2006-05-21 09:20,75.20
ANB,2006-05-21 09:53,84.02
BHM,2006-05-21 09:53,78.98
DHN,2006-05-21 09:53,80.06
HSV,2006-05-21 09:53,78.08
MGM,2006-05-21 09:53,80.06
MSL,2006-05-21 09:53,80.06
AUO,2006-05-21 09:55,78.80
OZR,2006-05-21 09:55,78.80
MOB,2006-05-21 09:56,78.08
3A1,2006-05-21 10:00,77.00
ALX,2006-05-21 10:00,75.20
MDQ,2006-05-21 10:00,78.80
AUO,2006-05-21 10:15,80.60
3A1,2006-05-21 10:20,77.00
ALX,2006-05-21 10:20,77.00
MDQ,2006-05-21 10:20,78.80
AUO,2006-05-21 10:35,80.60
MDQ,2006-05-21 10:40,78.80
MSL,2006-05-21 10:53,82.04
HSV,2006-05-21 10:53,80.06
DHN,2006-05-21 10:53,82.94
MGM,2006-05-21 10:53,82.04
ANB,2006-05-21 10:53,86.00
BHM,2006-05-21 10:53,82.04
AUO,2006-05-21 10:55,82.40
OZR,2006-05-21 10:55,82.40
MOB,2006-05-21 10:56,80.06
MDQ,2006-05-21 11:00,80.60
3A1,2006-05-21 11:00,78.80
ALX,2006-05-21 11:00,80.60
AUO,2006-05-21 11:15,82.40
ALX,2006-05-21 11:20,80.60
MDQ,2006-05-21 11:20,80.60
3A1,2006-05-21 11:20,78.80
AUO,2006-05-21 11:35,84.20
ALX,2006-05-21 11:40,82.40
MDQ,2006-05-21 11:40,80.60
3A1,2006-05-21 11:40,78.80
ANB,2006-05-21 11:53,87.98
MGM,2006-05-21 11:53,84.02
MSL,2006-05-21 11:53,84.92
HSV,2006-05-21 11:53,80.96
BHM,2006-05-21 11:53,82.94
DHN,2006-05-21 11:53,86.00
OZR,2006-05-21 11:55,86.00
AUO,2006-05-21 11:55,84.20
MOB,2006-05-21 11:56,84.02
3A1,2006-05-21 12:00,80.60
MDQ,2006-05-21 12:00,80.60
ALX,2006-05-21 12:00,82.40
AUO,2006-05-21 12:15,84.20
3A1,2006-05-21 12:20,82.40
MDQ,2006-05-21 12:20,82.40
AUO,2006-05-21 12:35,86.00
MDQ,2006-05-21 12:40,82.40
HSV,2006-05-21 12:53,84.92
ANB,2006-05-21 12:53,89.96
BHM,2006-05-21 12:53,84.92
MSL,2006-05-21 12:53,84.92
DHN,2006-05-21 12:53,87.98
MGM,2006-05-21 12:53,86.00
OZR,2006-05-21 12:55,87.80
AUO,2006-05-21 12:55,86.00
MOB,2006-05-21 12:56,84.02
MDQ,2006-05-21 13:00,82.40
ALX,2006-05-21 13:00,87.80
3A1,2006-05-21 13:00,82.40
AUO,2006-05-21 13:15,87.80
ALX,2006-05-21 13:20,87.80
MDQ,2006-05-21 13:20,84.20
3A1,2006-05-21 13:20,80.60
AUO,2006-05-21 13:35,87.80
3A1,2006-05-21 13:40,84.20
ALX,2006-05-21 13:40,87.80
HSV,2006-05-21 13:53,84.02
BHM,2006-05-21 13:53,86.00
DHN,2006-05-21 13:53,89.06
ANB,2006-05-21 13:53,91.04
MSL,2006-05-21 13:53,87.08
MGM,2006-05-21 13:53,87.08
AUO,2006-05-21 13:55,87.80
OZR,2006-05-21 13:55,89.60
MOB,2006-05-21 13:56,86.00
3A1,2006-05-21 14:00,86.00
ALX,2006-05-21 14:00,87.80
MDQ,2006-05-21 14:00,86.00
AUO,2006-05-21 14:15,87.80
3A1,2006-05-21 14:20,82.40
MDQ,2006-05-21 14:20,87.80
ALX,2006-05-21 14:20,87.80
AUO,2006-05-21 14:35,87.80
ALX,2006-05-21 14:40,87.80
MDQ,2006-05-21 14:40,87.80
MGM,2006-05-21 14:53,87.08
DHN,2006-05-21 14:53,89.96
ANB,2006-05-21 14:53,91.04
BHM,2006-05-21 14:53,87.98
HSV,2006-05-21 14:53,86.00
MSL,2006-05-21 14:53,84.92
AUO,2006-05-21 14:55,89.60
OZR,2006-05-21 14:55,89.60
MOB,2006-05-21 14:56,87.98
MDQ,2006-05-21 15:00,86.00
3A1,2006-05-21 15:00,86.00
ALX,2006-05-21 15:00,87.80
AUO,2006-05-21 15:15,87.80
3A1,2006-05-21 15:20,86.00
ALX,2006-05-21 15:20,87.80
AUO,2006-05-21 15:35,87.80
MDQ,2006-05-21 15:40,86.00
HSV,2006-05-21 15:53,84.02
MGM,2006-05-21 15:53,87.98
ANB,2006-05-21 15:53,91.94
MSL,2006-05-21 15:53,84.92
BHM,2006-05-21 15:53,87.08
DHN,2006-05-21 15:53,91.04
OZR,2006-05-21 15:55,89.60
AUO,2006-05-21 15:55,87.80
MOB,2006-05-21 15:56,87.08
ALX,2006-05-21 16:00,87.80
MDQ,2006-05-21 16:00,86.00
3A1,2006-05-21 16:00,82.40
AUO,2006-05-21 16:15,87.80
3A1,2006-05-21 16:20,84.20
AUO,2006-05-21 16:35,87.80
ALX,2006-05-21 16:40,87.80
3A1,2006-05-21 16:40,80.60
BHM,2006-05-21 16:53,87.98
ANB,2006-05-21 16:53,91.94
HSV,2006-05-21 16:53,84.92
DHN,2006-05-21 16:53,89.96
MGM,2006-05-21 16:53,87.08
MSL,2006-05-21 16:53,86.00
AUO,2006-05-21 16:55,87.80
OZR,2006-05-21 16:55,91.40
MOB,2006-05-21 16:56,86.00
MDQ,2006-05-21 17:00,84.20
3A1,2006-05-21 17:00,78.80
ALX,2006-05-21 17:00,87.80
AUO,2006-05-21 17:15,87.80
ALX,2006-05-21 17:20,87.80
3A1,2006-05-21 17:20,78.80
AUO,2006-05-21 17:35,87.80
MDQ,2006-05-21 17:40,86.00
DHN,2006-05-21 17:53,89.06
MSL,2006-05-21 17:53,84.02
ANB,2006-05-21 17:53,89.96
HSV,2006-05-21 17:53,84.92
BHM,2006-05-21 17:53,87.08
MGM,2006-05-21 17:53,87.08
OZR,2006-05-21 17:55,89.60
AUO,2006-05-21 17:55,86.00
MOB,2006-05-21 17:56,82.94
MDQ,2006-05-21 18:00,82.40
ALX,2006-05-21 18:00,87.80
3A1,2006-05-21 18:00,78.80
AUO,2006-05-21 18:15,84.20
ALX,2006-05-21 18:20,87.80
MDQ,2006-05-21 18:20,82.40
3A1,2006-05-21 18:20,78.80
AUO,2006-05-21 18:35,84.20
ALX,2006-05-21 18:40,84.20
3A1,2006-05-21 18:40,77.00
MSL,2006-05-21 18:53,82.04
HSV,2006-05-21 18:53,82.94
MGM,2006-05-21 18:53,84.02
DHN,2006-05-21 18:53,86.00
BHM,2006-05-21 18:53,84.92
